"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"1","lightgreen","brown_M3_Astrocytes__HumanMeta","Brain",2.1912915295367e-125
"2","grey60","blue_M2_Oligodendrocytes__HumanMeta","Brain",7.6989229927641e-122
"3","grey60","Red Nucleus_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",9.76795661956211e-117
"4","turquoise","red_M11_Neuron__HumanMeta","Brain",9.57631909795306e-106
"5","royalblue","Neuron_probable__Cahoy","Brain",1.44667978559923e-94
"6","turquoise","DownWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",5.49120456937576e-94
"7","turquoise","brown_downAD_mitochondrion__Blalock_AD","Brain",8.30471609618541e-94
"8","grey60","Red Nucleus_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",1.14223267179778e-93
"9","grey60","turquoise_M9_Oligodendrocyte__CTX","Brain",1.03745071281674e-82
"10","lightgreen","brown_M15_Astrocyte__CTX","Brain",6.9254158387089e-78
"11","lightgreen","Astrocyte_probable__Cahoy","Brain",2.38196201236146e-76
"12","black","pink_M10_Microglia(Type1)__HumanMeta","Brain",3.36119007959999e-64
"13","grey60","nucleus subceruleus_localMarker(top200)_IN_Pontine Tegmentum__HBA","HumanBrainRegions",2.25334924230272e-61
"14","grey60","tan_noChangeAD_oligo_plasmaMembrane__Blalock_AD","Brain",4.16758566307769e-59
"15","turquoise","DownWithAlzheimers_Liang__ADvsCT_inCA1","Brain",2.96624495338206e-57
"16","turquoise","Neuron_probable__Cahoy","Brain",4.07817142080049e-57
"17","grey60","Ventral Thalamus_globalMarker(top200)__HBA","HumanBrainRegions",3.75872569995302e-53
"18","grey60","Globus Pallidus_globalMarker(top200)__HBA","HumanBrainRegions",3.70689911671155e-45
"19","lightgreen","Astrocyte_definite__Cahoy","Brain",1.02839198304531e-43
"20","grey60","gigantocellular group_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",1.62344376591572e-43
"21","royalblue","Autism_associated_module_M12__Voineagu","Brain",1.06803680402035e-42
"22","royalblue","Neuron_definite__Cahoy","Brain",6.93009509201979e-42
"23","turquoise","blue_Cortex__HumanChimp","Brain",7.63787326325231e-42
"24","grey60","Oligodendrocyte_probable__Cahoy","Brain",7.7746387937298e-40
"25","salmon","magenta_M8_Microglia(Type2)__HumanMeta","Brain",2.42355347747393e-39
"26","lightgreen","red_ACCandCaudate__HumanChimp","Brain",1.62895546353636e-37
"27","turquoise","blue_M16_Neuron__CTX","Brain",1.66361829494929e-36
"28","grey60","Putamen_localMarker(top200)_IN_Striatum__HBA","HumanBrainRegions",3.93687385219924e-36
"29","grey60","turquoise_upAging_oligo__Lu_Aging","Brain",3.4987106788189e-34
"30","royalblue","22578497_synaptic_transcriptome_2338__PMID_22578497_Cajigas_2012","PW_Lists",1.01106681632343e-33
"31","grey60","Oligodendrocyte_definite__Cahoy","Brain",6.13852002708884e-33
"32","lightgreen","brown_upAging_copperHomeostatisMT1__Lu_Aging","Brain",1.54866553938889e-32
"33","grey60","Paravermis_localMarker(top200)_IN_Cerebellar Cortex__HBA","HumanBrainRegions",4.03462107585113e-32
"34","grey60","White Matter_globalMarker(top200)__HBA","HumanBrainRegions",8.23473240566894e-31
"35","cyan","black_noChangeAD_heatShockProteinActivity__Blalock_AD","Brain",3.29369140390382e-30
"36","black","Supraoptic Nucleus_localMarker(FC>2)_IN_Hypothalamus__HBA","HumanBrainRegions",6.07699889099996e-29
"37","salmon","orange_M5_Microglia(Type2)__CTX","Brain",1.45509259164147e-28
"38","grey60","Oligodendrocyte__ABA","Brain",9.49995011932022e-28
"39","black","upInFrontalCortex__EarlyAD","Brain",1.67767407607492e-25
"40","royalblue","Cerebral Cortex_globalMarker(top200)__HBA","HumanBrainRegions",2.5950803697327e-25
"41","turquoise","PostSynapticDensity_proteins__Bayes","Brain",4.02454392993446e-25
"42","black","Substantia Nigra, pars reticulata_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",4.71894085456191e-25
"43","turquoise","blue_downAging_mitochondria_synapse__Lu_Aging","Brain",3.38319895732395e-24
"44","royalblue","Tail of Caudate Nucleus_localMarker(top200)_IN_Striatum__HBA","HumanBrainRegions",4.82716447442339e-23
"45","black","Substantia Nigra, pars reticulata_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",9.75563231654512e-23
"46","turquoise","purple_downAD_synapticTransmission__Blalock_AD","Brain",1.02761109041028e-22
"47","grey60","Lateral hypothalamic area_localMarker(top200)_IN_Hypothalamus__HBA","HumanBrainRegions",2.03682031203532e-22
"48","royalblue","106513_REACTOME_Neuronal_System__Reactome_NCBI_Biosystems","PW_Lists",2.05090322355931e-21
"49","grey60","lateral bank of gyrus_localMarker(top200)_IN_Parahippocampal Gyrus__HBA","HumanBrainRegions",9.10382272085942e-21
"50","royalblue","medial parabrachial nucleus_localMarker(top200)_IN_Pontine Tegmentum__HBA","HumanBrainRegions",3.63875181555252e-20
"51","royalblue","6012_postsynaptic_proteomics_pad_1097__Palazzolo_and_Wang","PW_Lists",4.3715997387134e-20
"52","royalblue","6011_postsynaptic_density_pad_1054__Palazzolo_and_Wang","PW_Lists",9.44248159179102e-20
"53","black","purple_M4_Microglia(Type1)__CTX","Brain",3.06941799417523e-19
"54","turquoise","black_M1_PvalbInterneurons__HumanMeta","Brain",3.55910350965821e-19
"55","royalblue","green_M5_Mitochondria__HumanMeta","Brain",9.34261102652352e-19
"56","tan","blue_M2_Oligodendrocytes__HumanMeta","Brain",1.28224131980223e-18
"57","royalblue","106516_REACTOME_Transmission_across_Chemical_Synapses__Reactome_NCBI_Biosystems","PW_Lists",5.44198167679926e-18
"58","pink","turquoise_M14_Nucleus__MouseMeta","Brain",5.94476993995695e-18
"59","pink","turquoise_M14_Nucleus__HumanMeta","Brain",8.53565450283147e-18
"60","royalblue","6001_synapsedb_pad_3552__Palazzolo_and_Wang","PW_Lists",8.67094116117048e-18
"61","black","RedBloodCell__Kabanova","Blood",1.79559117281701e-17
"62","grey60","black_WhiteMatter__HumanChimp","Brain",2.15167781608232e-17
"63","royalblue","Hippocampal Formation_globalMarker(top200)__HBA","HumanBrainRegions",3.14164186116153e-17
"64","royalblue","Insula_globalMarker(top200)__HBA","HumanBrainRegions",9.54090943660473e-17
"65","black","Lateral group of Nuclei, Dorsal Division_localMarker(top200)_IN_Dorthal Thalamus__HBA","HumanBrainRegions",1.88077089497378e-16
"66","turquoise","6012_postsynaptic_proteomics_pad_1097__Palazzolo_and_Wang","PW_Lists",2.2901545352071e-16
"67","turquoise","6011_postsynaptic_density_pad_1054__Palazzolo_and_Wang","PW_Lists",7.42066542802543e-16
"68","turquoise","brown_Cortex__HumanChimp","Brain",8.3772735665326e-16
"69","royalblue","greenyellow_M6_GlutatmatergicSynapse__HumanMeta","Brain",1.568572918432e-15
"70","black","magenta_M8_Microglia(Type2)__HumanMeta","Brain",1.8975499488004e-15
"71","black","171867_KEGG_Staphylococcus_aureus_infection__Kegg_NCBI_Biosystems","PW_Lists",6.78681592620595e-15
"72","black","172846_KEGG_Staphylococcus_aureus_infection__Kegg_NCBI_Biosystems","PW_Lists",6.78681592620595e-15
"73","royalblue","Dentate Nucleus_localMarker(top200)_IN_Cerebellar Nucleus__HBA","HumanBrainRegions",6.9515277129447e-15
"74","royalblue","locus ceruleus_localMarker(FC>2)_IN_Pontine Tegmentum__HBA","HumanBrainRegions",1.86665844837534e-14
"75","royalblue","spinal trigeminal nucleus_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",2.03803522119959e-14
"76","grey60","central medullary reticular group_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",4.84936620925176e-14
"77","black","106413_REACTOME_Immunoregulatory_interactions_between_a_Lymphoid_and_a_non-Lymphoid_cell__Reactome_NCBI_Biosystems","PW_Lists",8.95516097066227e-14
"78","royalblue","Nucleus Accumbens_localMarker(top200)_IN_Striatum__HBA","HumanBrainRegions",1.26392372350427e-13
"79","turquoise","Autism_associated_module_M12__Voineagu","Brain",1.61707128970579e-13
"80","turquoise","6001_synapsedb_pad_3552__Palazzolo_and_Wang","PW_Lists",1.80316839078809e-13
"81","black","187106_REACTOME_Interferon_gamma_signaling__Reactome_NCBI_Biosystems","PW_Lists",3.13620771540164e-13
"82","turquoise","yellow_M18__CTX","Brain",3.45248665270932e-13
"83","royalblue","PostSynapticDensity_proteins__Bayes","Brain",5.74032681962924e-13
"84","royalblue","Lateral Nucleus_localMarker(top200)_IN_Amygdala__HBA","HumanBrainRegions",6.59315008070323e-13
"85","turquoise","22578497_synaptic_transcriptome_2338__PMID_22578497_Cajigas_2012","PW_Lists",1.13737380717286e-12
"86","royalblue","106534_REACTOME_Neurotransmitter_Receptor_Binding_And_Downstream_Transmission_In_The__Postsynaptic_Cell__Reactome_NCBI_Biosystems","PW_Lists",1.70500080424553e-12
"87","black","485_KEGG_Antigen_processing_and_presentation__Kegg_NCBI_Biosystems","PW_Lists",1.97143078996565e-12
"88","black","83074_KEGG_Antigen_processing_and_presentation__Kegg_NCBI_Biosystems","PW_Lists",1.97143078996565e-12
"89","black","Antigent processing and presentation__ImmunePathway","Immune",1.97143078996565e-12
"90","royalblue","locus ceruleus_localMarker(top200)_IN_Pontine Tegmentum__HBA","HumanBrainRegions",4.62759904560426e-12
"91","lightgreen","central glial substance_localMarker(FC>2)_IN_Myelencephalon__HBA","HumanBrainRegions",5.03036654666174e-12
"92","salmon","Astrocyte_probable__Cahoy","Brain",1.14972856183554e-11
"93","royalblue","blue_downAging_mitochondria_synapse__Lu_Aging","Brain",1.35510910240094e-11
"94","grey60","Superior Olivary Complex_localMarker(top200)_IN_Pontine Tegmentum__HBA","HumanBrainRegions",1.71491076293218e-11
"95","turquoise","greenyellow_downAD_ionAndCalciumTransport__Blalock_AD","Brain",2.08017568713481e-11
"96","green","Astrocyte_probable__Cahoy","Brain",3.05134202707058e-11
"97","turquoise","6003_presynaptic_hippocampus_pad_149__Palazzolo_and_Wang","PW_Lists",3.10169574431026e-11
"98","turquoise","turquoise_CingulateNeurons(allTypes)/Layer5__Sugino/Winden","Brain",4.60140700107713e-11
"99","pink","blue_M16_Neuron__CTX","Brain",6.00877160233073e-11
"100","royalblue","Temporal Lobe_localMarker(top200)_IN_Cerebral Cortex__HBA","HumanBrainRegions",7.38799226276829e-11
"101","salmon","Supraoptic Nucleus_localMarker(FC>2)_IN_Hypothalamus__HBA","HumanBrainRegions",8.3598050100004e-11
"102","royalblue","Annotated_genes_bound_by_Suz12_(Table_S8)__Lee","StemCells",1.03365420411172e-10
"103","turquoise","6201_mito_db_pad_2664__Palazzolo_and_Wang","PW_Lists",1.21744512008236e-10
"104","turquoise","turquoise_M14_Nucleus__MouseMeta","Brain",1.46951865253872e-10
"105","turquoise","PresynapticCompartmentProteins_Morciano__MO","Brain",1.50798598404164e-10
