"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"1","green","blue_M2_Oligodendrocytes__HumanMeta","Brain",2.68741190906483e-146
"2","green","Red Nucleus_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",9.81089598753268e-131
"3","green","Red Nucleus_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",6.12540819045162e-113
"4","yellow","pink_M10_Microglia(Type1)__HumanMeta","Brain",1.25831743941458e-97
"5","green","turquoise_M9_Oligodendrocyte__CTX","Brain",2.29411440488258e-92
"6","yellow","Substantia Nigra, pars reticulata_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",1.36251682547803e-84
"7","brown4","brown_M3_Astrocytes__HumanMeta","Brain",4.38613811503847e-76
"8","green","Ventral Thalamus_globalMarker(top200)__HBA","HumanBrainRegions",8.46090377774356e-72
"9","yellow","Substantia Nigra, pars reticulata_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",2.40993855563516e-71
"10","green","nucleus subceruleus_localMarker(top200)_IN_Pontine Tegmentum__HBA","HumanBrainRegions",2.88823630105698e-70
"11","green","Globus Pallidus_globalMarker(top200)__HBA","HumanBrainRegions",1.95605509826741e-66
"12","green","tan_noChangeAD_oligo_plasmaMembrane__Blalock_AD","Brain",6.1663590482162e-64
"13","green","White Matter_globalMarker(top200)__HBA","HumanBrainRegions",2.20468674708759e-58
"14","brown4","brown_M15_Astrocyte__CTX","Brain",5.79071569657699e-49
"15","green","Putamen_localMarker(top200)_IN_Striatum__HBA","HumanBrainRegions",5.60044888863445e-47
"16","midnightblue","red_M11_Neuron__HumanMeta","Brain",2.74913608609394e-46
"17","green","gigantocellular group_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",2.69360749131836e-45
"18","turquoise","black_noChangeAD_heatShockProteinActivity__Blalock_AD","Brain",1.73848508112224e-44
"19","green","Oligodendrocyte_probable__Cahoy","Brain",3.32609808843494e-44
"20","yellow","Lateral group of Nuclei, Dorsal Division_localMarker(top200)_IN_Dorthal Thalamus__HBA","HumanBrainRegions",2.44219361364462e-43
"21","darkgreen","Astrocyte_probable__Cahoy","Brain",1.70348163503477e-42
"22","orangered4","187103_REACTOME_Interferon_Signaling__Reactome_NCBI_Biosystems","PW_Lists",7.19323296414562e-41
"23","green","turquoise_upAging_oligo__Lu_Aging","Brain",6.57561464482582e-39
"24","yellow","frontal part, inferior bank of gyrus_localMarker(top200)_IN_Cingulate Gyrus__HBA","HumanBrainRegions",5.51988485277082e-38
"25","green","Oligodendrocyte_definite__Cahoy","Brain",7.22154429985266e-37
"26","brown4","Astrocyte_probable__Cahoy","Brain",9.87247294834273e-37
"27","orangered4","187104_REACTOME_Interferon_alphabeta_signaling__Reactome_NCBI_Biosystems","PW_Lists",7.59601391796126e-36
"28","darkgreen","brown_M3_Astrocytes__HumanMeta","Brain",7.83254747341397e-36
"29","royalblue","magenta_M8_Microglia(Type2)__HumanMeta","Brain",4.72511481887515e-35
"30","royalblue","Supraoptic Nucleus_localMarker(FC>2)_IN_Hypothalamus__HBA","HumanBrainRegions",2.30084016345806e-34
"31","yellow","overexpressed_in_multipotent_primary_hematopoietic_SCs_(CD133+)__Cui","StemCells",1.02186740561733e-33
"32","midnightblue","blue_M16_Neuron__CTX","Brain",2.04709635539098e-33
"33","orangered4","106386_REACTOME_Immune_System__Reactome_NCBI_Biosystems","PW_Lists",1.09453399176928e-32
"34","orangered4","366171_REACTOME_Cytokine_Signaling_in_Immune_system__Reactome_NCBI_Biosystems","PW_Lists",1.18196358983572e-32
"35","green","Paravermis_localMarker(top200)_IN_Cerebellar Cortex__HBA","HumanBrainRegions",1.57910331850555e-32
"36","black","blue_M2_Oligodendrocytes__HumanMeta","Brain",9.62901129229946e-32
"37","midnightblue","DownWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",2.19288684709937e-31
"38","green","Lateral hypothalamic area_localMarker(top200)_IN_Hypothalamus__HBA","HumanBrainRegions",2.5928882461863e-31
"39","darkorange","cyan_M4_Mitochondria__MouseMeta","Brain",1.53495711802338e-30
"40","darkorange","105921_REACTOME_Respiratory_electron_transport,_ATP_synthesis_by_chemiosmotic_coupling,_and_heat_production_by_uncoupling_proteins.__Reactome_NCBI_Biosystems","PW_Lists",1.04626360421516e-29
"41","grey60","orange_M5_Microglia(Type2)__CTX","Brain",1.06803634693561e-29
"42","grey60","magenta_M8_Microglia(Type2)__HumanMeta","Brain",6.5591807822222e-29
"43","orangered4","principal sensory nucleus of trigeminal nerve_localMarker(top200)_IN_Pontine Tegmentum__HBA","HumanBrainRegions",4.19420741957847e-28
"44","darkorange","198860_WikiPathways_Electron_Transport_Chain__Wiki_Pathways_NCBI_Biosystems","PW_Lists",8.68523637385978e-28
"45","green","lateral bank of gyrus_localMarker(top200)_IN_Parahippocampal Gyrus__HBA","HumanBrainRegions",1.17534221408876e-27
"46","purple","Neuron_probable__Cahoy","Brain",9.0644254679361e-27
"47","midnightblue","brown_downAD_mitochondrion__Blalock_AD","Brain",1.10331722611701e-26
"48","darkorange","477137_REACTOME_The_citric_acid_(TCA)_cycle_and_respiratory_electron_transport__Reactome_NCBI_Biosystems","PW_Lists",6.63489731057971e-26
"49","cyan","Neuron_probable__Cahoy","Brain",1.31397853142567e-25
"50","midnightblue","turquoise_M14_Nucleus__MouseMeta","Brain",1.7086614306918e-25
"51","floralwhite","Claustrum_globalMarker(top200)__HBA","HumanBrainRegions",1.86917984530022e-25
"52","yellow","171867_KEGG_Staphylococcus_aureus_infection__Kegg_NCBI_Biosystems","PW_Lists",2.61063149506279e-24
"53","yellow","172846_KEGG_Staphylococcus_aureus_infection__Kegg_NCBI_Biosystems","PW_Lists",2.61063149506279e-24
"54","darkorange","303_KEGG_Oxidative_phosphorylation__Kegg_NCBI_Biosystems","PW_Lists",3.64609000585073e-24
"55","darkorange","82942_KEGG_Oxidative_phosphorylation__Kegg_NCBI_Biosystems","PW_Lists",3.64609000585073e-24
"56","darkturquoise","vestibular nuclei_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",2.58903699144572e-23
"57","midnightblue","yellow_M18__CTX","Brain",6.37039849826355e-23
"58","yellow","purple_M4_Microglia(Type1)__CTX","Brain",1.10368198561504e-22
"59","midnightblue","Neuron_probable__Cahoy","Brain",2.66828871222425e-22
"60","yellow","Supraoptic Nucleus_localMarker(FC>2)_IN_Hypothalamus__HBA","HumanBrainRegions",8.57718682181716e-22
"61","lightsteelblue1","Parietal Lobe_localMarker(top200)_IN_Cerebral Cortex__HBA","HumanBrainRegions",1.30415694350292e-21
"62","lightsteelblue1","trochlear nucleus_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",2.20084046824126e-21
"63","darkorange","198870_WikiPathways_Oxidative_phosphorylation__Wiki_Pathways_NCBI_Biosystems","PW_Lists",4.17033256116009e-21
"64","darkorange","6209_mito_oxidative_phosph_pad_196__Palazzolo_and_Wang","PW_Lists",5.38060216715781e-21
"65","darkorange","160962_REACTOME_Respiratory_electron_transport__Reactome_NCBI_Biosystems","PW_Lists",6.56928461290986e-21
"66","lightsteelblue1","black_M1_PvalbInterneurons__HumanMeta","Brain",1.74033139672314e-20
"67","darkorange","83098_KEGG_Parkinson's_disease__Kegg_NCBI_Biosystems","PW_Lists",2.00542295806343e-20
"68","darkturquoise","Supraoptic Nucleus_localMarker(FC>2)_IN_Hypothalamus__HBA","HumanBrainRegions",2.29203065567804e-20
"69","brown4","red_ACCandCaudate__HumanChimp","Brain",1.49168674398125e-19
"70","green","Oligodendrocyte__ABA","Brain",2.49746973074602e-19
"71","lightsteelblue1","cuneate nucleus_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",5.5800394222835e-19
"72","paleturquoise","red_M11_Neuron__HumanMeta","Brain",1.28438284360198e-18
"73","green","black_WhiteMatter__HumanChimp","Brain",1.30680184067856e-18
"74","yellow","213743_KEGG_Tuberculosis__Kegg_NCBI_Biosystems","PW_Lists",1.41739719149978e-18
"75","yellow","213780_KEGG_Tuberculosis__Kegg_NCBI_Biosystems","PW_Lists",1.41739719149978e-18
"76","orangered4","orange_M5_Microglia(Type2)__CTX","Brain",2.21941696924966e-18
"77","lightsteelblue1","darkolivegreen_M6_PvalbInterneurons__CTX","Brain",2.79379298438926e-18
"78","lightyellow","green_M5_Mitochondria__HumanMeta","Brain",3.16180851730848e-18
"79","yellow","upInFrontalCortex__EarlyAD","Brain",3.52560399496637e-18
"80","darkgreen","brown_M15_Astrocyte__CTX","Brain",9.96726028909005e-18
