"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"1","tan","pink_M10_Microglia(Type1)__HumanMeta","Brain",4.95017041458848e-110
"2","tan","Substantia Nigra, pars reticulata_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",1.42936531576788e-92
"3","purple","blue_M2_Oligodendrocytes__HumanMeta","Brain",6.03579667708653e-87
"4","tan","Substantia Nigra, pars reticulata_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",6.80198947075099e-76
"5","purple","Red Nucleus_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",9.32063982567663e-70
"6","purple","Red Nucleus_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",1.32557596133338e-54
"7","purple","turquoise_M9_Oligodendrocyte__CTX","Brain",2.58609773503465e-53
"8","tan","Lateral group of Nuclei, Dorsal Division_localMarker(top200)_IN_Dorthal Thalamus__HBA","HumanBrainRegions",2.18893026592287e-51
"9","plum1","red_M11_Neuron__HumanMeta","Brain",9.16153471218112e-45
"10","pink","blue_M2_Oligodendrocytes__HumanMeta","Brain",2.84334250010368e-42
"11","tan","frontal part, inferior bank of gyrus_localMarker(top200)_IN_Cingulate Gyrus__HBA","HumanBrainRegions",7.40826960655495e-42
"12","greenyellow","Neuron_probable__Cahoy","Brain",1.73957875669996e-40
"13","plum2","black_noChangeAD_heatShockProteinActivity__Blalock_AD","Brain",6.84948347478112e-40
"14","darkorange2","brown_M3_Astrocytes__HumanMeta","Brain",2.0340365423042e-38
"15","ivory","brown_M3_Astrocytes__HumanMeta","Brain",4.22019652240002e-38
"16","purple","Globus Pallidus_globalMarker(top200)__HBA","HumanBrainRegions",7.99699838821602e-38
"17","purple","nucleus subceruleus_localMarker(top200)_IN_Pontine Tegmentum__HBA","HumanBrainRegions",1.79302713153369e-37
"18","tan","overexpressed_in_multipotent_primary_hematopoietic_SCs_(CD133+)__Cui","StemCells",1.85022984656606e-36
"19","bisque4","blue_M2_Oligodendrocytes__HumanMeta","Brain",3.81580338507374e-36
"20","purple","gigantocellular group_localMarker(top200)_IN_Myelencephalon__HBA","HumanBrainRegions",2.42723432327497e-35
"21","ivory","Astrocyte_probable__Cahoy","Brain",1.95570993086029e-34
"22","pink","turquoise_M9_Oligodendrocyte__CTX","Brain",2.87393276740646e-33
"23","plum1","blue_M16_Neuron__CTX","Brain",3.06562580159623e-33
"24","bisque4","Red Nucleus_localMarker(top200)_IN_Mesencephalon__HBA","HumanBrainRegions",1.53034038707291e-32
"25","royalblue","red_M11_Neuron__HumanMeta","Brain",3.17803740522665e-32
"26","lightpink4","187104_REACTOME_Interferon_alphabeta_signaling__Reactome_NCBI_Biosystems","PW_Lists",2.08225733839919e-31
"27","lightpink4","187103_REACTOME_Interferon_Signaling__Reactome_NCBI_Biosystems","PW_Lists",3.58296241387332e-31
"28","purple","Ventral Thalamus_globalMarker(top200)__HBA","HumanBrainRegions",8.99977571001807e-31
"29","purple","White Matter_globalMarker(top200)__HBA","HumanBrainRegions",1.83067082734414e-30
"30","bisque4","Red Nucleus_localMarker(FC>2)_IN_Mesencephalon__HBA","HumanBrainRegions",7.74451654537712e-30
"31","palevioletred3","tan_M12_Hypoxia__CTX","Brain",2.09455123989092e-29
"32","lightpink4","principal sensory nucleus of trigeminal nerve_localMarker(top200)_IN_Pontine Tegmentum__HBA","HumanBrainRegions",1.78256499132237e-28
"33","purple","Putamen_localMarker(top200)_IN_Striatum__HBA","HumanBrainRegions",6.41988071765662e-28
"34","royalblue","brown_downAD_mitochondrion__Blalock_AD","Brain",1.3318160124437e-27
"35","pink","Oligodendrocyte_probable__Cahoy","Brain",1.50838751494117e-27
"36","purple","tan_noChangeAD_oligo_plasmaMembrane__Blalock_AD","Brain",3.69388246517246e-27
"37","tan","171867_KEGG_Staphylococcus_aureus_infection__Kegg_NCBI_Biosystems","PW_Lists",4.37209093200073e-27
"38","tan","172846_KEGG_Staphylococcus_aureus_infection__Kegg_NCBI_Biosystems","PW_Lists",4.37209093200073e-27
"39","purple","Oligodendrocyte_definite__Cahoy","Brain",1.41973716557003e-26
"40","plum1","DownWithAlzheimers_Blalock__ADvsCT_inCA1","Brain",2.90755731814323e-26
"41","purple","Oligodendrocyte_probable__Cahoy","Brain",3.54752221069857e-26
"42","tan","Supraoptic Nucleus_localMarker(FC>2)_IN_Hypothalamus__HBA","HumanBrainRegions",1.70664394145127e-25
"43","darkmagenta","413404_KEGG_Ribosome,_eukaryotes__Kegg_NCBI_Biosystems","PW_Lists",2.24036353080709e-25
"44","lightpink4","366171_REACTOME_Cytokine_Signaling_in_Immune_system__Reactome_NCBI_Biosystems","PW_Lists",3.25771918594686e-25
"45","darkmagenta","441_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",3.38359905231253e-25
"46","darkmagenta","83036_KEGG_Ribosome__Kegg_NCBI_Biosystems","PW_Lists",3.38359905231253e-25
"47","bisque4","Ventral Thalamus_globalMarker(top200)__HBA","HumanBrainRegions",1.37039082231609e-24
"48","bisque4","nucleus subceruleus_localMarker(top200)_IN_Pontine Tegmentum__HBA","HumanBrainRegions",1.92688291956645e-24
"49","darkorange2","Astrocyte_probable__Cahoy","Brain",2.36283950427459e-24
"50","black","magenta_M8_Microglia(Type2)__HumanMeta","Brain",3.51072246780383e-24
"51","darkorange2","brown_M15_Astrocyte__CTX","Brain",8.2508826547939e-24
"52","ivory","brown_M15_Astrocyte__CTX","Brain",1.57045731797024e-23
"53","plum1","brown_downAD_mitochondrion__Blalock_AD","Brain",1.71703132317322e-23
"54","purple","Paravermis_localMarker(top200)_IN_Cerebellar Cortex__HBA","HumanBrainRegions",3.2656369305976e-23
"55","black","orange_M5_Microglia(Type2)__CTX","Brain",4.77991298330306e-23
"56","tan","purple_M4_Microglia(Type1)__CTX","Brain",7.18716653221623e-23
"57","steelblue","105921_REACTOME_Respiratory_electron_transport,_ATP_synthesis_by_chemiosmotic_coupling,_and_heat_production_by_uncoupling_proteins.__Reactome_NCBI_Biosystems","PW_Lists",1.9180674753613e-22
"58","steelblue","198860_WikiPathways_Electron_Transport_Chain__Wiki_Pathways_NCBI_Biosystems","PW_Lists",2.93699951584941e-22
"59","darkmagenta","530746_REACTOME_SRP-dependent_cotranslational_protein_targeting_to_membrane__Reactome_NCBI_Biosystems","PW_Lists",1.47590808138138e-21
"60","steelblue","cyan_M4_Mitochondria__MouseMeta","Brain",2.4828682613895e-21
"61","plum1","turquoise_M14_Nucleus__MouseMeta","Brain",6.62903791418546e-21
"62","steelblue","477137_REACTOME_The_citric_acid_(TCA)_cycle_and_respiratory_electron_transport__Reactome_NCBI_Biosystems","PW_Lists",6.67786053666033e-21
"63","darkmagenta","198853_WikiPathways_Cytoplasmic_Ribosomal_Proteins__Wiki_Pathways_NCBI_Biosystems","PW_Lists",7.8778221750539e-21
"64","darkmagenta","105977_REACTOME_Peptide_chain_elongation__Reactome_NCBI_Biosystems","PW_Lists",1.12326357377024e-20
"65","darkmagenta","105978_REACTOME_Eukaryotic_Translation_Termination__Reactome_NCBI_Biosystems","PW_Lists",1.12326357377024e-20
"66","darkmagenta","106077_REACTOME_Viral_mRNA_Translation__Reactome_NCBI_Biosystems","PW_Lists",1.12326357377024e-20
"67","tan","upInFrontalCortex__EarlyAD","Brain",1.42777284783947e-20
"68","darkmagenta","105968_REACTOME_Formation_of_a_pool_of_free_40S_subunits__Reactome_NCBI_Biosystems","PW_Lists",1.82008926307473e-20
"69","lightcyan","central glial substance_localMarker(FC>2)_IN_Myelencephalon__HBA","HumanBrainRegions",2.13171460365015e-20
"70","darkmagenta","105976_REACTOME_Eukaryotic_Translation_Elongation__Reactome_NCBI_Biosystems","PW_Lists",3.15977355749356e-20
"71","darkmagenta","366242_REACTOME_Nonsense_Mediated_Decay_Independent_of_the_Exon_Junction_Complex__Reactome_NCBI_Biosystems","PW_Lists",6.14900516547263e-20
"72","tan","RedBloodCell__Kabanova","Blood",6.74766761325758e-20
